Date,Session (Menti),MnDOT District,MnDOT District (Clean),Event,Source,Zip Code (Clean),Zip Code,Gender Identity,Gender Identity (Clean),Age,Age Range,Race/ Ethnicity,Race/Ethnicity (Clean),What are the top five improvements you feel are most important?:,What are the top five improvements you feel are most important?: 1,What are the top five improvements you feel are most important?: 1_Cleaned,What are the top five improvements you feel are most important?: 2,What are the top five improvements you feel are most important?: 2_Cleaned,What are the top five improvements you feel are most important?: 3,What are the top five improvements you feel are most important?: 3_Cleaned,What are the top five improvements you feel are most important?: 4,What are the top five improvements you feel are most important?: 4_Cleaned,What are the top five improvements you feel are most important?: 5,What are the top five improvements you feel are most important?: 5_Cleaned,Which approach best aligns with your vision for the state highway system?:,Which approach best aligns with your vision for the state highway system?:,Which approach best aligns with your vision for the state highway system?_Cleaned,What else would you like us to know?: (ENGLISH),What else would you like us to know?: (SPANISH/HMONG),Topic Category
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Add more freight mobility and safety improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Add new safety improvements,,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,33,25-34,White,White,,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Male,Male,44,35-44,White,White,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve readiness for changing transportation technology,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Add more freight mobility and safety improvements,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Add new safety improvements,,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve readiness for changing transportation technology,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,38,35-44,White,White,,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Adapt to Changing Technology and Climate Change ""Highways should be made more resistant to the growing extreme weather events and support changing transportation technology. Highways also need to be designed to support more walking and bicycling.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,,No Response,,No Response,,No Response,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Add more freight mobility and safety improvements,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve condition of bridges through more repair and replacement projects,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,37,35-44,White,White,,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,Add new safety improvements,,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56237,56237,Female,Female,35,35-44,White,White,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Male,Male,41,35-44,,No Response,,,Improve readiness for changing transportation technology,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Add more freight mobility and safety improvements,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,31,25-34,White,White,,,Improve condition of bridges through more repair and replacement projects,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve condition of bridges through more repair and replacement projects,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,42,35-44,White,White,,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,35,35-44,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Male,Male,26,25-34,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,,"Prioritize Bridges""Whatever additional resources are available should be put towards improving and maintaining bridges. MnDOT should not be in a position where it would need to close or limit traffic on bridges because they need repairs.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,Add new safety improvements,,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,29,25-34,White,White,,,Improve condition of bridges through more repair and replacement projects,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56115,56115,Female,Female,30,25-34,White,White,,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,33,25-34,Hispanic/Black,Some other race/more than one race,,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Female,Female,42,35-44,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56297,56297,Make,Male,73,65-74,White,White,,,Improve condition of bridges through more repair and replacement projects,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Adapt to Changing Technology and Climate Change ""Highways should be made more resistant to the growing extreme weather events and support changing transportation technology. Highways also need to be designed to support more walking and bicycling.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,,,,No Response,,No Response,,No Response,,,Add more freight mobility and safety improvements,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,Add new safety improvements,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-03,,,No Response,Marshall National Night Out,Staff Entry,56258,56258,Male,Male,89,75+,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Bridges""Whatever additional resources are available should be put towards improving and maintaining bridges. MnDOT should not be in a position where it would need to close or limit traffic on bridges because they need repairs.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Adapt to Changing Technology and Climate Change ""Highways should be made more resistant to the growing extreme weather events and support changing transportation technology. Highways also need to be designed to support more walking and bicycling.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,,No Response,,No Response,,No Response,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Add more freight mobility and safety improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,Add new safety improvements,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56201,56201,Female,Female,45,45-54,White,White,,,Improve condition of bridges through more repair and replacement projects,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56201,56201,Female,Female,20,18-24,White,White,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56201,56201,Male,Male,68,65-74,,No Response,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Add more freight mobility and safety improvements,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",Only spend from known funds. Don't spend money you don't have.,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56201,56201,Female,Female,65,65-74,White,White,,,Improve readiness for changing transportation technology,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,Add new safety improvements,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56320,56320,Male,Male,63,55-64,White,White,,,Improve readiness for changing transportation technology,,Improve condition of bridges through more repair and replacement projects,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56201,56201,Female,Female,69,65-74,White,White,,,Improve condition of bridges through more repair and replacement projects,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56281,56281,Female,Female,48,45-54,,No Response,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,Add new safety improvements,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56216,56216,Female,Female,67,65-74,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56201,56201,Female,Female,48,45-54,White,White,,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,Add new safety improvements,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve condition of bridges through more repair and replacement projects,,Add more freight mobility and safety improvements,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56701,56701,Female,Female,43,35-44,Hispanic,Hispanic/Latino,,,Improve readiness for changing transportation technology,,Improve condition of bridges through more repair and replacement projects,,Add more freight mobility and safety improvements,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve readiness for changing transportation technology,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Partner with cities and counties to address community priorities including quality of life and economic development,,,"Prioritize Bridges""Whatever additional resources are available should be put towards improving and maintaining bridges. MnDOT should not be in a position where it would need to close or limit traffic on bridges because they need repairs.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56251,56251,Female,Female,60,55-64,White,White,,,Improve condition of bridges through more repair and replacement projects,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56773,56773,Male,Male,35,35-44,White,White,,,Improve readiness for changing transportation technology,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,,"Adapt to Changing Technology and Climate Change ""Highways should be made more resistant to the growing extreme weather events and support changing transportation technology. Highways also need to be designed to support more walking and bicycling.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56273,56273,Female,Female,55,55-64,White,White,,,Improve readiness for changing transportation technology,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain rest areas for the safety and health of travelers and truck drivers,,Add new safety improvements,,,"Prioritize Bridges""Whatever additional resources are available should be put towards improving and maintaining bridges. MnDOT should not be in a position where it would need to close or limit traffic on bridges because they need repairs.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56288,56288,Female,Female,64,55-64,White,White,,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,Add new safety improvements,,,"Focus on Safe and Equitable Communities ""Highways should be safer for people to use, including for walking and bicycling. Improvements on highways should support strategies for reconnecting divided communities and other livability improvements.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56288,56288,Female,Female,56,55-64,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Partner with cities and counties to address community priorities including quality of life and economic development,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",Tax payer.,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,56288,56288,Male,Male,59,55-64,White,White,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Partner with cities and counties to address community priorities including quality of life and economic development,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve readiness for changing transportation technology,,Improve condition of bridges through more repair and replacement projects,,Add more freight mobility and safety improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,Male,Male,,No Response,White,White,,,Improve condition of bridges through more repair and replacement projects,,Maintain and expand pedestrian and bicycle infrastructure including making it accessible for all,,Maintain smooth driving surface through more repair and reconstruction projects,,Maintain rest areas for the safety and health of travelers and truck drivers,,"Improve condition of other roadside infrastructure like signals, culverts, lighting, walls, and guardrail",,,"Prioritize Pavements/Current Approach""I'd like to see the existing system maintained first before expanding or adding to the system. A smooth road surface when driving is most important. Roads which become rough should not stay that way for long.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,Male,Male,21,18-24,Hispanic,Hispanic/Latino,,,Improve condition of bridges through more repair and replacement projects,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,Add new safety improvements,,,"Improve Mobility for All Highway Users""Minnesota is growing but we cannot build ourselves out of traffic congestion. In addition to addressing vehicle mobility, the highway system needs improvements for freight and for people walking, bicycling, and taking transit.""",,,
2022-08-01,,,No Response,Willmar Rockin Robbins,Staff Entry,,,,No Response,,No Response,,No Response,,,Improve readiness for changing transportation technology,,Adapt infrastructure to resist damage from extreme weather events and improve resilience,,Focus on reducing unexpected travel delays through mobility and capacity improvements,,Focus on addressing improvements in urban areas including small towns and main streets,,Maintain smooth driving surface through more repair and reconstruction projects,,,"Prioritize Highway Capacity Expansion""In the future, there needs to be fewer delays and less congestion when traveling on highways. Population continues to grow and MnDOT should be planning for and accommodating the increase in vehicle traffic.""",,,
